pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
EPIC 212757601.01,EPIC 212757601,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.017977,,18.1,1.61,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.638,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h52m37.10s,208.154586,-06d46m09.82s,-6.7693945,1531.42,17.1207,14.774,16.8697,9/5/19,2019-09,9/5/19
EPIC 212771557.01,EPIC 212771557,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,8.491003,,2.228,0.19876919,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G7,5432,0.841,0.836,-0.13,[Fe/H],4.51,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h17m30.66s,199.377741,-06d22m17.86s,-6.3716288,488.679,14.177,12.198,13.9483,11/19/21,2021-12,11/19/21
EPIC 212772113.01,EPIC 212772113,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,8.95366,,3.32,0.296,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.841,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h32m53.22s,203.2217521,-06d21m24.97s,-6.3569355,371.772,14.06,11.701,13.7147,9/5/19,2019-09,9/5/19
EPIC 212772113.01,EPIC 212772113,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,8.953,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4966,0.864025,0.819,,,4.4783,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h32m53.22s,203.2217521,-06d21m24.97s,-6.3569355,371.772,14.06,11.701,13.7147,7/18/16,2016-10,7/18/16
EPIC 212772313.01,EPIC 212772313,1,CANDIDATE,Mayo et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,37.361973,,2.74426869,0.24,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5675,1.116937,,0.03,[Fe/H],4.25,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h29m53.71s,202.4737957,-06d21m03.81s,-6.3510574,132.238,10.702,8.981,10.4594,2/15/18,2018-03,2/15/18
EPIC 212773272.01,EPIC 212773272,1,FALSE POSITIVE,Dressing et al. 2017,1,0,Transit,2017,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,4.681743,,5.4,0.48,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,0.25,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h49m31.66s,207.3819041,-06d19m27.02s,-6.3241731,122.41,16.6767,11.701,15.4503,12/14/17,2018-01,12/14/17
EPIC 212773272.01,EPIC 212773272,0,FALSE POSITIVE,Dressing et al. 2017,1,0,Transit,2017,K2,Published Candidate,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,4.68189,,29.41,2.624,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3368,0.40606,0.398305,,,4.8211,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h49m31.66s,207.3819041,-06d19m27.02s,-6.3241731,122.41,16.6767,11.701,15.4503,12/14/17,2017-11,12/14/17
EPIC 212773309.01,EPIC 212773309,1,FALSE POSITIVE,Dressing et al. 2017,1,0,Transit,2017,K2,Published Candidate,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,4.68199,,48.33,4.312,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4636,0.895684,0.736,,,4.40064,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h49m32.37s,207.3848549,-06d19m22.05s,-6.3227922,120.644,11.727,9.114,11.5279,12/14/17,2017-11,12/14/17
EPIC 212783902.01,EPIC 212783902,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,24.748442,,16.683,1.48836013,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G2,5803,0.637,0.633,-0.235,[Fe/H],4.637,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h58m57.64s,209.740166,-06d00m34.57s,-6.0096015,1967.1,18.405,15.673,18.1895,11/19/21,2021-12,11/19/21
EPIC 212796016.01,EPIC 212796016,1,CANDIDATE,Pope et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,3.216,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3954,0.622576,0.60613,,,4.63225,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h41m10.41s,205.2933875,-05d39m47.96s,-5.6633224,187.747,14.834,11.308,14.2141,7/18/16,2016-10,7/18/16
EPIC 212797028.01,EPIC 212797028,1,CANDIDATE,Petigura et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,29.978884,,15.3,1.36,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,0.94,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h51m16.31s,207.8179518,-05d38m04.68s,-5.6346325,847.991,13.352,11.538,13.1056,12/14/17,2018-01,12/14/17
EPIC 212813907.01,EPIC 212813907,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,6.725,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4891,0.80913,0.8,,,4.52512,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h47m19.81s,206.8325575,-05d06m21.91s,-5.1060853,382.814,14.366,11.971,14.014,7/18/16,2016-10,7/18/16
EPIC 212813907.01,EPIC 212813907,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,6.72511,,4.37,0.39,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.787,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h47m19.81s,206.8325575,-05d06m21.91s,-5.1060853,382.814,14.366,11.971,14.014,9/5/19,2019-09,9/5/19
EPIC 212817071.01,EPIC 212817071,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,12.24568,,2.047,0.18262142,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G8,5329,0.796,0.871,-0.011,[Fe/H],4.573,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h44m49.69s,206.2070623,-05d00m16.17s,-5.0044907,432.673,13.917,12.069,13.7491,11/19/21,2021-12,11/19/21
EPIC 212821706.01,EPIC 212821706,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,13.8883,,1.46,0.13,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.592,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h31m46.09s,202.9420287,-04d51m10.69s,-4.8529708,225.309,13.849,11.138,13.5009,9/5/19,2019-09,9/5/19
EPIC 212830737.01,EPIC 212830737,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,26.939433,,2.869,0.25595548,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G3,5716,1.02,0.776,-0.217,[Fe/H],4.312,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h58m51.78s,209.7157599,-04d32m53.99s,-4.5483314,586.92,13.907,12.111,13.6728,11/19/21,2021-12,11/19/21
EPIC 212833814.01,EPIC 212833814,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,27.7985,,2.47,0.22,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.484,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h41m08.12s,205.2838267,-04d26m15.15s,-4.4375428,242.406,10.893,9.335,10.729,9/5/19,2019-09,9/5/19
EPIC 212839127.01,EPIC 212839127,1,CANDIDATE,Petigura et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,20.641492,,49.5,4.42,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,1.05,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h27m07.19s,201.7799482,-04d14m53.40s,-4.2481678,1015.39,13.401,11.953,13.2812,12/14/17,2018-01,12/14/17
EPIC 212844216.01,EPIC 212844216,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,12.634794,,47.553,4.24240181,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G7,4999,10.265,0.805,-1.432,[Fe/H],2.32,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h29m12.65s,202.3027086,-04d03m26.21s,-4.0572793,5827.15,14.519,12.294,14.2747,11/19/21,2021-12,11/19/21
EPIC 212865617.01,EPIC 212865617,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,7.535783,,3.131,0.27932959,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K7,3990,0.659,14.336,-0.089,[Fe/H],4.718,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h46m52.11s,206.717132,-03d18m51.38s,-3.314273,,,14.955,,11/19/21,2021-12,11/19/21
EPIC 212870185.01,EPIC 212870185,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,6.116238,,4.886,0.43590047,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,F7,6283,1.544,1.235,-0.268,[Fe/H],4.154,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h34m18.80s,203.5783492,-03d09m19.80s,-3.1555013,470.651,13.329,11.459,13.1001,11/19/21,2021-12,11/19/21
EPIC 212883391.01,EPIC 212883391,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,9.668373,,2.628,0.23445486,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G7,5368,0.817,0.826,-0.206,[Fe/H],4.527,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h31m18.88s,202.8286729,-02d34m45.80s,-2.5793876,460.478,14.146,12.139,13.8484,11/19/21,2021-12,11/19/21
EPIC 213123443.01,EPIC 213123443,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,0.546127,,11.3,1.01,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.447,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m42.77s,286.1782088,-30d39m22.28s,-30.6561897,496.832,12.095,10.713,11.8624,9/5/19,2019-09,9/5/19
EPIC 213408445.01,EPIC 213408445,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.49686,,90,8,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,11,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m36.33s,289.9013854,-29d31m48.65s,-29.5301816,8706.15,14.073,10.633,13.5114,9/5/19,2019-09,9/5/19
EPIC 213462890.01,EPIC 213462890,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,5.84643,,10.4,0.928,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.698,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m23.50s,289.0979247,-29d20m12.79s,-29.3368857,249.0299,16.9,12.181,15.5685,9/5/19,2019-09,9/5/19
EPIC 213546283.01,EPIC 213546283,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,9.76897,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,,5388,1.2,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m30.49s,289.3770304,-29d02m57.93s,-29.0494243,300.655,12.208,10.436,12.0375,9/19/19,2019-02,9/19/19
EPIC 213546283.01,EPIC 213546283,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,9.770186,,3.19260619,0.28,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5631,0.994327,,-0.15,[Fe/H],4.29,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m30.49s,289.3770304,-29d02m57.93s,-29.0494243,300.655,12.208,10.436,12.0375,2/15/18,2018-03,2/15/18
EPIC 213546283.01,EPIC 213546283,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,9.769155,,3.3,0.29,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,1.1,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m30.49s,289.3770304,-29d02m57.93s,-29.0494243,300.655,12.208,10.436,12.0375,12/14/17,2018-01,12/14/17
EPIC 213546283.01,EPIC 213546283,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,9.7706,,3.8,0.34,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.195,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m30.49s,289.3770304,-29d02m57.93s,-29.0494243,300.655,12.208,10.436,12.0375,9/5/19,2019-09,9/5/19
EPIC 213703832.01,EPIC 213703832,1,CANDIDATE,Petigura et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,0.515513,,3.4,0.3,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,0.75,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m30.41s,289.8767127,-28d32m08.20s,-28.5356108,4777.67,14.189,11.853,14.0545,12/14/17,2018-01,12/14/17
EPIC 213722591.01,EPIC 213722591,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,6.7826,,1.88,0.168,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.705,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h20m21.33s,290.088861,-28d28m36.11s,-28.4766982,280.867,13.617,11.442,13.4257,9/5/19,2019-09,9/5/19
EPIC 213748480.01,EPIC 213748480,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.12951,,18.6,1.66,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.99,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h48m05.01s,282.0208728,-28d23m47.02s,-28.3963938,911.704,12.192,11.273,12.0005,9/5/19,2019-09,9/5/19
EPIC 213817056.01,EPIC 213817056,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,13.61358,,3.39689521,0.3,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,4863,0.780921,,0.27,[Fe/H],4.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m35.14s,283.6464363,-28d11m19.85s,-28.1888472,207.219,13.256,10.455,12.7982,2/15/18,2018-03,2/15/18
EPIC 213817056.01,EPIC 213817056,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,13.61242,,3.03,0.27,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.793,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m35.14s,283.6464363,-28d11m19.85s,-28.1888472,207.219,13.256,10.455,12.7982,9/5/19,2019-09,9/5/19
EPIC 213840781.01,EPIC 213840781,1,CANDIDATE,Petigura et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,12.364531,,36.3,3.24,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,0.76,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m14.67s,290.5611381,-28d07m04.53s,-28.1179254,602.184,14.067,11.787,13.7779,12/14/17,2018-01,12/14/17
